Service ID,id,title,HTML
608,13677,Service 608: Emergency Management,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>1,705,884</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>1,705,884</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>4</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>4</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>870,805</td>
          <td style='text-align:right'>1,862,858</td>
          <td style='text-align:right'>2,733,663</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>5</td>
          <td style='text-align:right'>3</td>
          <td style='text-align:right'>8</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>852,904</td>
          <td style='text-align:right'>1,816,050</td>
          <td style='text-align:right'>2,668,954</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>4</td>
          <td style='text-align:right'>3</td>
          <td style='text-align:right'>7</td>
      </tr></tbody></table>"
609,13678,Service 609: Emergency Medical Services,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>35,859,825</td>
          <td style='text-align:right'>17,532,767</td>
          <td style='text-align:right'>53,392,592</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>319</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>319</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>32,341,664</td>
          <td style='text-align:right'>21,379,009</td>
          <td style='text-align:right'>53,720,673</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>322</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>322</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>34,181,849</td>
          <td style='text-align:right'>21,387,370</td>
          <td style='text-align:right'>55,569,219</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>323</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>323</td>
      </tr></tbody></table>"
610,14939,Service 610: Community Education and Special Events,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>397,715</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>397,715</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>2</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>2</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>392,034</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>392,034</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>2</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>2</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>420,029</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>420,029</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>2</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>2</td>
      </tr></tbody></table>"
611,14940,Service 611: Fire Code Enforcement,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>5,485,726</td>
          <td style='text-align:right'>59,097</td>
          <td style='text-align:right'>5,544,823</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>33</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>33</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>5,268,877</td>
          <td style='text-align:right'>357,315</td>
          <td style='text-align:right'>5,626,192</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>31</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>31</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>5,396,050</td>
          <td style='text-align:right'>360,468</td>
          <td style='text-align:right'>5,756,518</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>31</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>31</td>
      </tr></tbody></table>"
612,14941,Service 612: Fire Investigation,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>518,246</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>518,246</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>4</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>4</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>749,195</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>749,195</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>4</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>4</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>795,579</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>795,579</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>4</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>4</td>
      </tr></tbody></table>"
613,14942,Service 613: Fire Facilities Maintenance and Replacement,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>19,242,787</td>
          <td style='text-align:right'>2,702,874</td>
          <td style='text-align:right'>21,945,661</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>12</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>12</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>19,275,231</td>
          <td style='text-align:right'>4,977,513</td>
          <td style='text-align:right'>24,252,744</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>10</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>10</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>20,052,316</td>
          <td style='text-align:right'>5,062,131</td>
          <td style='text-align:right'>25,114,447</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>11</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>11</td>
      </tr></tbody></table>"
614,14943,Service 614: Fire Communications and Dispatch,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>12,332,539</td>
          <td style='text-align:right'>4,985,207</td>
          <td style='text-align:right'>17,317,746</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>83</td>
          <td style='text-align:right'>57</td>
          <td style='text-align:right'>140</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>8,901,044</td>
          <td style='text-align:right'>9,229,149</td>
          <td style='text-align:right'>18,130,193</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>56</td>
          <td style='text-align:right'>85</td>
          <td style='text-align:right'>141</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>8,984,276</td>
          <td style='text-align:right'>9,663,072</td>
          <td style='text-align:right'>18,647,348</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>56</td>
          <td style='text-align:right'>85</td>
          <td style='text-align:right'>141</td>
      </tr></tbody></table>"
615,14944,Service 615: Fire Training and Education,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>4,357,815</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>4,357,815</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>24</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>24</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>4,755,552</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>4,755,552</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>21</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>21</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>4,534,214</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>4,534,214</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>19</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>19</td>
      </tr></tbody></table>"
617,23817,Service 617: Criminal Justice Coordination,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>569,525</td>
          <td style='text-align:right'>275,091</td>
          <td style='text-align:right'>844,616</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>4</td>
          <td style='text-align:right'>3</td>
          <td style='text-align:right'>7</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>744,496</td>
          <td style='text-align:right'>2,153,078</td>
          <td style='text-align:right'>2,897,574</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>3</td>
          <td style='text-align:right'>2</td>
          <td style='text-align:right'>5</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>751,879</td>
          <td style='text-align:right'>2,169,265</td>
          <td style='text-align:right'>2,921,144</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>3</td>
          <td style='text-align:right'>2</td>
          <td style='text-align:right'>5</td>
      </tr></tbody></table>"
618,23818,Service 618: Neighborhood Safety & Engagement,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>2,769,924</td>
          <td style='text-align:right'>4,461,223</td>
          <td style='text-align:right'>7,231,147</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>5</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>5</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>3,643,620</td>
          <td style='text-align:right'>7,831,905</td>
          <td style='text-align:right'>11,475,525</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>5</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>5</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>3,833,939</td>
          <td style='text-align:right'>7,917,707</td>
          <td style='text-align:right'>11,751,646</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>5</td>
          <td style='text-align:right'>0</td>
          <td style='text-align:right'>5</td>
      </tr></tbody></table>"
621,15037,Service 621: Administrative Bureau,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>66,385,783</td>
          <td style='text-align:right'>4,305,115</td>
          <td style='text-align:right'>70,690,898</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>326</td>
          <td style='text-align:right'>1</td>
          <td style='text-align:right'>327</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>90,702,081</td>
          <td style='text-align:right'>6,566,919</td>
          <td style='text-align:right'>97,269,000</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>442</td>
          <td style='text-align:right'>2</td>
          <td style='text-align:right'>444</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>92,767,224</td>
          <td style='text-align:right'>6,683,938</td>
          <td style='text-align:right'>99,451,162</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>439</td>
          <td style='text-align:right'>2</td>
          <td style='text-align:right'>441</td>
      </tr></tbody></table>"
622,15038,Service 622: Police Patrol,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>206,131,235</td>
          <td style='text-align:right'>6,316,179</td>
          <td style='text-align:right'>212,447,414</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>1,324</td>
          <td style='text-align:right'>39</td>
          <td style='text-align:right'>1,363</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>222,983,670</td>
          <td style='text-align:right'>8,250,973</td>
          <td style='text-align:right'>231,234,643</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>1,472</td>
          <td style='text-align:right'>36</td>
          <td style='text-align:right'>1,508</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>236,281,864</td>
          <td style='text-align:right'>8,477,849</td>
          <td style='text-align:right'>244,759,713</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>1,472</td>
          <td style='text-align:right'>36</td>
          <td style='text-align:right'>1,508</td>
      </tr></tbody></table>"
623,15039,Service 623: Criminal Investigation Division,"<p><em>For your reference, the Fiscal 2020 Actual, Fiscal 2021 Adopted, and Fiscal 2022 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2020 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>54,664,049</td>
          <td style='text-align:right'>1,785,668</td>
          <td style='text-align:right'>56,449,717</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>339</td>
          <td style='text-align:right'>1</td>
          <td style='text-align:right'>340</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2021 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>55,152,054</td>
          <td style='text-align:right'>5,137,312</td>
          <td style='text-align:right'>60,289,366</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>358</td>
          <td style='text-align:right'>28</td>
          <td style='text-align:right'>386</td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2022 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'>57,828,385</td>
          <td style='text-align:right'>5,078,684</td>
          <td style='text-align:right'>62,907,069</td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'>358</td>
          <td style='text-align:right'>32</td>
          <td style='text-align:right'>390</td>
      </tr></tbody></table>"
