Service ID,id,title,HTML
611,14940,Service 611: Fire Code Enforcement,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
612,14941,Service 612: Fire Investigation,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
613,14942,Service 613: Fire Facilities Maintenance and Replacement,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
614,14943,Service 614: Fire Communications and Dispatch,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
615,14944,Service 615: Fire Training and Education,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
617,23817,Service 617: Criminal Justice Coordination,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
618,23818,Service 618: Neighborhood Safety & Engagement,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
619,9990989,Service 619: Community Empowerment and Opportunity,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
621,15037,Service 621: Administrative Bureau,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
622,15038,Service 622: Police Patrol,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
623,15039,Service 623: Criminal Investigation Division,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
624,15040,Service 624: Target Violent Criminals,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
625,15041,Service 625: SWAT/ESU,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
626,15042,Service 626: Data Driven Strategies,"<p><em>For your reference, the Fiscal 2022 Actual, Fiscal 2023 Adopted, and Fiscal 2024 Current Level of Service (CLS) expenditure and position information
      have been populated below.</em></p><h4><strong>Fiscal 2022 Actual</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2023 Adopted Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
      </tbody></table>
      
      <h4><strong>Fiscal 2024 Current Level of Service Budget</strong></h4>
      
      <table><tbody>
        <tr style='text-align:right'>
          <td>&nbsp;</td>
          <td><strong>General Fund</strong></td>
          <td><strong>Other Funds</strong></td>
          <td><strong>Total</strong></td>
        </tr>
        <tr>
          <td><strong>Expenditures</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
        </tr>
        <tr>
          <td><strong>Funded Full Time Positions</strong></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
          <td style='text-align:right'></td>
      </tr></tbody></table>"
