"Service ID","Service Name","Type","PMID","Priority Measure","2015","2016","2017","2018","2019","2020","FY 2015","FY 2016","FY 2017","FY 2018","FY 2019","FY 2020"
"13669","Service 702: Accounts Payable","Effectiveness","92760","% of Invoices Paid in 30 days","100.00","100.00","100.00","100.00","100.00","70.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13669","Service 702: Accounts Payable","Efficiency","92761","Cycle Time to Pay Invoice","30.00","30.00","30.00","30.00","30.00","30.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13669","Service 702: Accounts Payable","Output","92762","# of Invoices Paid","135,000.00","120,000.00","120,000.00","120,000.00","120,000.00","120,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13671","Service 704: Accounting","Effectiveness","92752","# of Refunds Processed","20,000.00","20,000.00","16,000.00","16,000.00","16,000.00","15,706.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13671","Service 704: Accounting","Efficiency","92753","Average # of Days for Month-End Close","5.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13671","Service 704: Accounting","Output","92754","# of Transactions/Journal Entries (in millions)","2,700,000.00","2,700,000.00","2,600,000.00","2,600,000.00","2,600,000.00","2,600,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13677","Service 608: Emergency Management","Outcome","92991","% of City agencies with a complete Continuity of Operations Plan (COOP)","80.00","85.00","85.00","85.00","85.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13677","Service 608: Emergency Management","Outcome","94803","% of City residents with emergency preparedness kits","77.00","77.00","77.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13677","Service 608: Emergency Management","Effectiveness","94808","% of City Critical Infrastructure and Key Resources partners registered in the Baltimore Emergency Communications Network (BECON)","95.00","100.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13677","Service 608: Emergency Management","Efficiency","94809","% of City personnel trained for National Incident Management System level","95.00","95.00","95.00","95.00","95.00","95.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13677","Service 608: Emergency Management","Output","94810","# of new volunteers trained in the Community Emergency Response Team (CERT) program","50.00","50.00","50.00","60.00","60.00","60.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13678","Service 609: Emergency Medical Services","Output","92835","# of reviewed electronic patient care reports (ePCRs)","10,000.00","10,000.00","10,000.00","10,000.00","35,000.00","35,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13678","Service 609: Emergency Medical Services","Output","92836","# of EMS responses","150,000.00","145,000.00","155,000.00","155,000.00","185,000.00","185,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13678","Service 609: Emergency Medical Services","Effectiveness","92838","% EMS responses within 9 minutes","90.00","90.00","90.00","90.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13678","Service 609: Emergency Medical Services","Efficiency","92839","% of EMS fees collected versus total billable","0.00","0.00","0.00","0.00","69.00","69.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13678","Service 609: Emergency Medical Services","Effectiveness","388317","% of electronic patient care reports (ePCRs) completed","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13678","Service 609: Emergency Medical Services","Outcome","388318","% of patients surviving cardiac arrest","0.00","0.00","0.00","0.00","40.00","42.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13689","Service 727: Real Property Management","Efficiency","93011","% of service requests responded to within 5 business days","100.00","100.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13689","Service 727: Real Property Management","Outcome","93012","% of developer agreements submitted for inter-agency review within 7 business days","0.00","95.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13689","Service 727: Real Property Management","Effectiveness","93013","% of permits entered into the permit tracking system within 7 business days","0.00","95.00","90.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13689","Service 727: Real Property Management","Output","93014","# of permit applications entered into system and distributed for review","36,000.00","36,000.00","5,000.00","5,794.00","10,000.00","10,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13689","Service 727: Real Property Management","Outcome","98089","# of requests for address change processed","0.00","0.00","12,000.00","11,956.00","11,956.00","6,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13693","Service 303: Clinical Services","Outcome","92335","% of out-of-care persons with HIV linked to ongoing healthcare","70.00","70.00","75.00","75.00","75.00","75.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13693","Service 303: Clinical Services","Effectiveness","92336","% of actively infected TB patients who are receiving anti-tubercular medications","100.00","100.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13693","Service 303: Clinical Services","Output","92338","# of dental visits","2,900.00","2,900.00","2,600.00","3,000.00","3,150.00","3,150.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13693","Service 303: Clinical Services","Output","92339","# of client visits for STD services","16,500.00","16,500.00","18,200.00","18,500.00","19,500.00","19,200.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13693","Service 303: Clinical Services","Effectiveness","126563","% of contact investigations for eligible active TB cases initiated ","80.00","90.00","90.00","90.00","91.00","91.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13702","Service 716: Animal Services","Outcome","92407","% of animals adopted, transferred to rescue organization, or returned to owners","80.00","80.00","82.00","85.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13702","Service 716: Animal Services","Outcome","92408","% of animal abuse cases forwarded to the State Attorney's Office for prosecution resulting in convictions","100.00","90.00","90.00","90.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13702","Service 716: Animal Services","Effectiveness","92409","% of top 5 priority service requests closed on time","95.00","95.00","95.00","95.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13702","Service 716: Animal Services","Output","92410","# of animals entering shelter","13,000.00","10,000.00","9,500.00","9,250.00","9,250.00","9,250.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13704","Service 718: Chronic Disease Prevention","Output","92401","# of clients taken into the Cardiovascular Disparities Initiative program","1,200.00","1,200.00","400.00","400.00","1,000.00","1,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13704","Service 718: Chronic Disease Prevention","Output","97078","# of unique Virtual Supermarket clients per fiscal year","340.00","400.00","650.00","650.00","6,500.00","6,500.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13704","Service 718: Chronic Disease Prevention","Output","97079","% of tobacco outlets checked for compliance with Baltimore City laws","0.00","80.00","50.00","50.00","70.00","70.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13704","Service 718: Chronic Disease Prevention","Effectiveness","97080","% of those screened identified as hypertensive","0.00","30.00","30.00","50.00","50.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13704","Service 718: Chronic Disease Prevention","Outcome","126574","% of tobacco outlets checked selling tobacco to minors","0.00","20.00","50.00","50.00","40.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13708","Service 723: Advocacy for Seniors","Effectiveness","92737","Average # of days Senior Care clients are enrolled to delay institutional placement","1,095.00","1,095.00","1,095.00","912.00","950.00","1,300.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13708","Service 723: Advocacy for Seniors","Effectiveness","92739","% of complaints received by the Long-Term Care Ombudsman Program responded to within the specified time frame (5 days for non-emergency complaints, 24 hours for emergency complaints)","98.00","98.00","98.00","95.00","98.00","98.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13708","Service 723: Advocacy for Seniors","Output","92741","# of persons entering CARE services through Senior Information and Assistance Program","20,509.00","20,509.00","20,509.00","21,000.00","21,000.00","21,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13708","Service 723: Advocacy for Seniors","Output","98458","# of individual client contacts by State Health Insurance Assistance Program (SHIP)","5,000.00","5,000.00","5,000.00","3,000.00","3,000.00","3,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13708","Service 723: Advocacy for Seniors","Output","98459","# of one-on-one counseling sessions delivered by State Health Insurance Assistance Program (SHIP)","3,580.00","3,580.00","3,580.00","3,000.00","3,000.00","3,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13709","Service 724:  	Direct Care and Support Planning","Effectiveness","92733","% of all guardianship appointments avoided during the year that the program determines were in the best interest of the client","58.00","66.00","66.00","66.00","70.00","70.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13709","Service 724:  	Direct Care and Support Planning","Outcome","92738","% of nursing home applicants who were approved & transitioned back into the community via Medicaid Waiver and/or the Money Follows the Person Initiative within 6 months of application","25.00","25.00","25.00","25.00","25.00","25.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13709","Service 724:  	Direct Care and Support Planning","Output","92740","# of applicants applying for Money Follows the Person Initiative","165.00","130.00","130.00","130.00","130.00","130.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13709","Service 724:  	Direct Care and Support Planning","Output","98390","# of new guardianship appointments ","50.00","50.00","50.00","50.00","50.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13709","Service 724:  	Direct Care and Support Planning","Outcome","98391","# of senior assisted living group home subsidy participants that transitioned into a nursing home","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13711","Service 593: Community Support Projects","Outcome","92500","# of households that receive housing related services (housing/foreclosure prevention counseling, lead paint remediation, housing rehab, etc.)","5,500.00","5,850.00","6,900.00","6,000.00","6,200.00","5,600.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13711","Service 593: Community Support Projects","Outcome","92501","# of persons who receive socio-economic services (health, economic development, senior services, education, employment and job training, literacy etc.)","20,100.00","21,500.00","23,500.00","24,500.00","26,700.00","25,500.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13711","Service 593: Community Support Projects","Effectiveness","92502","% of activities carried out by subrecipients and City agencies that met contractual goals.","96.00","97.00","97.00","97.00","97.00","97.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13711","Service 593: Community Support Projects","Output","98398","# of times subrecipients and City agencies are monitored against contractual goals","284.00","265.00","265.00","275.00","272.00","250.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13711","Service 593: Community Support Projects","Efficiency","398272","% of all monitoring review letters sent within 15 working days following an onsite programmatic or financial compliance review","0.00","0.00","0.00","0.00","80.00","80.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13712","Service 604-Before and After Care","Effectiveness","92496","% of children who begin the school ready to learn","60.00","100.00","90.00","90.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13712","Service 604-Before and After Care","Efficiency","92499","Average cost per child per year","4,000.00","4,000.00","4,000.00","4,000.00","4,000.00","4,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13712","Service 604-Before and After Care","Efficiency","185025","Participant school attendance rate","98.00","100.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13712","Service 604-Before and After Care","Output","398273","# of children served","0.00","0.00","0.00","0.00","0.00","71.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13712","Service 604-Before and After Care","Outcome","398274","% of capacity filled per year","0.00","0.00","0.00","0.00","0.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13714","Service 738: Weatherization","Output","92493","# of No Heat emergencies abated","250.00","250.00","100.00","50.00","50.00","13.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13714","Service 738: Weatherization","Output","92494","# of homes weatherized","1,000.00","1,000.00","600.00","300.00","300.00","350.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13714","Service 738: Weatherization","Efficiency","398387","Average cost per weatherization case","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13714","Service 738: Weatherization","Effectiveness","398388","% of weatherization cases deferred (declined) due to failing housing conditions","0.00","0.00","0.00","0.00","70.00","70.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13714","Service 738: Weatherization","Output","398389","# of LIGHT applications processed","0.00","0.00","0.00","0.00","530.00","530.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13714","Service 738: Weatherization","Outcome","398390","Average yearly energy savings for clients receiving weatherization services","0.00","0.00","0.00","0.00","428,050.00","428,050.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13715","Service 740: Dawson Center","Output","92489","# of children served","75.00","75.00","200.00","200.00","200.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13715","Service 740: Dawson Center","Efficiency","185210","Average cost per year, per child","0.00","3,630.00","3,000.00","3,000.00","3,000.00","3,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13715","Service 740: Dawson Center","Effectiveness","185211","# of eligible children returning for service at start of school year","95.00","90.00","150.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13715","Service 740: Dawson Center","Effectiveness","185236","# of summer programs offered to reduce summer learning loss","0.00","5.00","6.00","6.00","6.00","7.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13720","Service 749: Property Acquisition, Disposition, and Asset Management","Outcome","92468","% of properties sold that are under construction or have a use and occupancy permit","80.00","80.00","80.00","80.00","80.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13720","Service 749: Property Acquisition, Disposition, and Asset Management","Effectiveness","92469","% of dispositions completed within 120 days","90.00","90.00","90.00","90.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13720","Service 749: Property Acquisition, Disposition, and Asset Management","Efficiency","92470","Average # of days to complete acquisition of properties in focused project areas","365.00","365.00","365.00","365.00","365.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13720","Service 749: Property Acquisition, Disposition, and Asset Management","Output","398298","# of property acquisitions completed in FY","0.00","0.00","0.00","0.00","400.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13720","Service 749: Property Acquisition, Disposition, and Asset Management","Output","398299","# of resident relocations completed in FY","0.00","0.00","0.00","0.00","52.00","52.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13720","Service 749: Property Acquisition, Disposition, and Asset Management","Output","398300","# of property dispositions completed in FY","0.00","0.00","0.00","0.00","180.00","180.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13722","Service 751: Building and Zoning Inspections and Permits","Effectiveness","92456","% of inspections scheduled for the next business day and completed that day","85.00","85.00","85.00","75.00","80.00","85.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13722","Service 751: Building and Zoning Inspections and Permits","Efficiency","92457","% of eligible permits processed and issued entirely online","100.00","25.00","25.00","75.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13722","Service 751: Building and Zoning Inspections and Permits","Output","92458","# of permits issued","32,000.00","33,000.00","33,000.00","33,000.00","33,000.00","33,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13722","Service 751: Building and Zoning Inspections and Permits","Output","97586","# of inspections","70,000.00","70,000.00","72,000.00","72,000.00","72,000.00","75,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13722","Service 751: Building and Zoning Inspections and Permits","Efficiency","97587","# of trade inspections per inspector per day","15.00","15.00","16.00","15.00","15.00","15.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13723","Service 752: Community Outreach Services","Output","92453","# of clients receiving assistance with sheltering","240.00","300.00","400.00","550.00","400.00","210.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13723","Service 752: Community Outreach Services","Outcome","98470","# of families housed through emergency services","220.00","200.00","225.00","250.00","250.00","121.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13723","Service 752: Community Outreach Services","Effectiveness","98471","# of households at risk of homelessness served each year","278.00","200.00","200.00","200.00","200.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13723","Service 752: Community Outreach Services","Output","398306","# of emergency responses per year","0.00","0.00","0.00","0.00","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13732","Service 772: Civil Service Management","Effectiveness","92201","Average # of working days to fill civil service vacancies","70.00","80.00","75.00","60.00","25.00","31.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13732","Service 772: Civil Service Management","Effectiveness","92202","% of classification and compensation project requests completed within deadline","97.00","95.00","95.00","95.00","95.00","95.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13732","Service 772: Civil Service Management","Output","99307","# of civil service assessments","0.00","15.00","16.00","20.00","12.00","7.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13733","Service 773: Learning and Development","Effectiveness","99309","% of MAPS covered employees trained in the new MAPS performance manangement program","0.00","90.00","90.00","90.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13733","Service 773: Learning and Development","Efficiency","99310","Revenue realized as a % of service operating costs","0.00","0.00","0.00","0.00","0.00","0.00","110.00","100.00","100.00","100.00","100.00","100.00"
"13733","Service 773: Learning and Development","Output","126116","# of training participants","7,500.00","3,500.00","4,000.00","4,000.00","6,000.00","6,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"13733","Service 773: Learning and Development","Effectiveness","126117","% of new employees attending New Employee Orientation training ""satisfied"" or ""highly satisfied"" with experience","90.00","80.00","90.00","90.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14919","Service 899: Fair Conduct of Elections","Effectiveness","92883","# of complaints lodged by the public","40.00","30.00","30.00","30.00","20.00","20.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14919","Service 899: Fair Conduct of Elections","Efficiency","92884","% of voters utilizing early voting","0.00","16.00","25.00","35.00","37.00","37.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14919","Service 899: Fair Conduct of Elections","Effectiveness","92885","# of election judges per 1,000 registered voters","0.00","1.14","1.15","1.15","1.15","1.15","0.00","0.00","0.00","0.00","0.00","0.00"
"14919","Service 899: Fair Conduct of Elections","Output","92886","% of polling places that open on-time","100.00","100.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14919","Service 899: Fair Conduct of Elections","Outcome","92887","% Voter turnout","50.00","52.00","65.00","45.00","55.00","60.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14923","Service 152: ERS Administration","Output","97971","# of days to process service retirement ","0.00","30.00","30.00","30.00","30.00","30.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14923","Service 152: ERS Administration","Efficiency","97972","Average wait time  to respond to retirement inquiries ","0.00","30.00","30.00","30.00","30.00","30.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14923","Service 152: ERS Administration","Effectiveness","97973","% of members who received benefit on their retirement date","85.00","85.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14923","Service 152: ERS Administration","Effectiveness","97975","% of members using the Self service portal ","70.00","70.00","70.00","80.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14923","Service 152: ERS Administration","Outcome","97976","% of members rating customer service excellent or good","0.00","75.00","90.00","90.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14923","Service 152: ERS Administration","Outcome","409673","% Return on System's Assets","7.50","7.25","7.25","7.25","7.00","7.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14924","Service 154: F&P Retirement System","Outcome","97928","% of return on System's assets","0.00","7.75","7.50","7.25","7.25","7.25","0.00","0.00","0.00","0.00","0.00","0.00"
"14924","Service 154: F&P Retirement System","Output","97929","# of days to provide written estimates of benefits to members upon request ","0.00","40.00","30.00","30.00","30.00","30.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14924","Service 154: F&P Retirement System","Efficiency","97932","% of accurate and timely payments to retired members and beneficiaries","0.00","98.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14925","Service 788: Information Services","Outcome","92878","% of Customers Rating Library Service Good to Excellent","80.00","80.00","70.00","70.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14925","Service 788: Information Services","Effectiveness","92879","# of Visits to the Library (in millions)","1,750,000.00","1,700,000.00","1,700,000.00","1,734,000.00","1,846,000.00","2,000,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14925","Service 788: Information Services","Output","92881","# of Summer Learning participants","50,000.00","50,000.00","36,600.00","36,600.00","36,600.00","37,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14925","Service 788: Information Services","Output","92882","# of School Readiness program participants","54,000.00","47,000.00","46,600.00","49,000.00","55,900.00","50,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14925","Service 788: Information Services","Output","126581","# of Attendees of Computer Training Classes at Branch Technology Lab Centers","0.00","6,220.00","6,400.00","6,500.00","6,500.00","6,500.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14925","Service 788: Information Services","Effectiveness","336392","% of Summer Challenge Reading Program Individual Registrants Who Complete the Program","0.00","0.00","0.00","42.00","44.00","45.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14926","Service 148: Revenue Collections","Effectiveness","92771","% of Service Requests Closed on Time","95.00","95.00","95.00","95.00","98.00","98.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14926","Service 148: Revenue Collections","Effectiveness","92772","Call Center Average Wait Time","7.00","5.00","7.00","7.00","9.00","9.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14926","Service 148: Revenue Collections","Effectiveness","92773","Collection % of Real Property Tax","96.00","96.00","97.00","97.00","97.00","97.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14926","Service 148: Revenue Collections","Efficiency","92774","$ per Payment Transaction","0.86","1.00","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00","0.00"
"14926","Service 148: Revenue Collections","Output","92775","# of Calls Requiring Assistance","300,000.00","260,000.00","270,000.00","270,000.00","300,000.00","300,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14927","Service 150: Treasury and Debt Management","Effectiveness","92768","Interest % on GO Bonds Issued","4.00","4.00","4.25","4.25","5.50","4.25","0.00","0.00","0.00","0.00","0.00","0.00"
"14927","Service 150: Treasury and Debt Management","Output","92769","% Rate of Return on Short-Term (6-month) investments","0.20","0.25","0.30","0.65","1.00","2.10","0.00","0.00","0.00","0.00","0.00","0.00"
"14927","Service 150: Treasury and Debt Management","Effectiveness","92770","% of Bond Payments Made on Time","100.00","100.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14929","Service 699: Procurement","Outcome","92763","# of Bids per Formal Solicitation","4.00","4.00","4.00","4.00","5.00","5.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14929","Service 699: Procurement","Effectiveness","92765","% of Purchase Orders Issued Meeting Benchmark Timeframes","93.00","90.00","90.00","90.00","90.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14929","Service 699: Procurement","Effectiveness","92766","# of Vendors Registered in CitiBuy","16,000.00","17,000.00","18,000.00","18,000.00","21,000.00","22,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14929","Service 699: Procurement","Output","92767","# of Purchase Orders Issued","21,000.00","22,000.00","23,000.00","23,000.00","24,000.00","25,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14929","Service 699: Procurement","Output","196467","# of Employees and City Vendors Trained","0.00","0.00","25.00","200.00","225.00","250.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14930","Service 700: Surplus Property Disposal","Outcome","196535","$ Generated Annually","350,000.00","400,000.00","450,000.00","450,000.00","550,000.00","700,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14930","Service 700: Surplus Property Disposal","Output","196988","# of Auctions Hosted","35.00","35.00","35.00","35.00","35.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14931","Service 701: Printing Services","Output","196475","# of Billable Jobs","0.00","0.00","0.00","0.00","0.00","0.00","15,000.00","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00"
"14931","Service 701: Printing Services","Efficiency","196476","% Cost Recovery","110.00","110.00","100.00","100.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14931","Service 701: Printing Services","Efficiency","196528","Average # of days for print job turnaround","10.00","10.00","10.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14932","Service 703: Payroll","Output","92756","# of Off-Cycle Checks","2,400.00","2,200.00","1,400.00","1,400.00","1,400.00","1,900.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14932","Service 703: Payroll","Efficiency","92757","$ per Check","2.35","2.35","2.40","2.50","2.50","2.60","0.00","0.00","0.00","0.00","0.00","0.00"
"14932","Service 703: Payroll","Output","92758","# of Payroll Checks/Advices Issued","565,000.00","560,000.00","350,000.00","350,000.00","390,000.00","390,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14934","Service 708: Operating Budget Management","Outcome","92746","Annual $ saved from BBMR recommendations (in millions)","3,000,000.00","3,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14934","Service 708: Operating Budget Management","Effectiveness","92747","Average # of days to approve requisition","2.00","2.00","2.00","2.00","2.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14934","Service 708: Operating Budget Management","Effectiveness","92748","Revenue Forecast Accuracy (% variance from budget)","2.00","2.00","2.00","2.00","2.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00"
"14934","Service 708: Operating Budget Management","Effectiveness","97362","# of Residents engaged in annual budget planning process","0.00","0.00","0.00","2,835.00","3,000.00","3,000.00","0.00","0.00","0.00","0.00","0.00","0.00"
